Date,yhat,yhat_lower,yhat_upper
2024-11-24,6218.223949878092,5939.431692852048,6503.515108403958
2024-11-25,6284.602256089761,5995.938068221553,6587.114299780743
2024-11-26,6381.883555023971,6077.594993315632,6678.637386554887
2024-11-27,6445.680869792666,6142.575485328578,6736.780668789388
2024-11-28,6464.744528577057,6186.822878084736,6724.811952107194
2024-12-01,6415.155986118102,6116.242911899684,6695.791219803581
2024-12-02,6495.110735778277,6199.095324482069,6777.784534250881
2024-12-03,6605.713555315775,6304.0226373447185,6896.374810428886
2024-12-04,6682.208195954299,6372.837249945549,6986.0521227352765
2024-12-05,6712.949066485457,6419.267116302128,7011.646224119389
2024-12-08,6688.094327858223,6382.6459375923505,7006.162751181055
2024-12-09,6771.46326965927,6473.767403333901,7084.617953714268
2024-12-10,6882.399074917859,6570.840653764284,7165.7461935372
2024-12-11,6955.787316552065,6662.7229026651,7241.779011878966
2024-12-12,6979.665903613099,6675.342293949037,7286.384419343854
2024-12-15,6909.338925214068,6621.538919629007,7189.960280700633
2024-12-16,6968.7977163835585,6682.93127970047,7252.886938819163
2024-12-17,7051.402316249558,6754.699837599984,7348.76413744239
2024-12-18,7092.130582270855,6793.044009872562,7384.822555659976
2024-12-19,7079.194788634175,6761.440127603223,7393.651825805155
2024-12-22,6876.451614049586,6575.936625778272,7169.098651327436
2024-12-23,6885.811184681358,6575.062052181308,7179.665989913398
2024-12-24,6916.18799250721,6607.873828484405,7194.832351294301
2024-12-25,6903.156307518097,6594.510517695979,7164.032167058685
2024-12-26,6835.568186933511,6544.038299117572,7137.88596337549
2024-12-29,6470.320767982886,6181.807495181801,6766.18783095455
